axon_id,g_ratio,axon_area_px,myelin_area_px,cx,cy,equiv_radius_px
463,0.6573,797,1048,137.3,582.2,15.9
464,0.6419,218,311,230.2,575.5,8.3
466,0.7401,338,279,574.6,583.3,10.4
469,0.6944,568,610,433.7,591.1,13.4
470,0.6285,408,625,58.0,596.6,11.4
471,0.5465,350,822,196.6,589.7,10.6
472,0.7052,451,456,303.9,595.3,12.0
473,0.6680,315,391,749.8,595.2,10.0
477,0.6234,300,472,344.7,602.2,9.8
480,0.7243,341,309,721.2,605.7,10.4
481,0.4503,325,1278,9.1,613.0,10.2
482,0.7978,3342,1909,151.6,636.1,32.6
483,0.6976,346,365,262.4,614.2,10.5
485,0.6258,712,1106,567.9,620.4,15.1
486,0.7605,734,535,680.6,623.4,15.3
487,0.8344,472,206,229.7,621.0,12.3
490,0.6576,646,848,410.7,628.6,14.3
494,0.6659,345,433,451.6,630.8,10.5
495,0.7374,703,590,328.7,636.7,15.0
496,0.8402,372,155,630.1,635.6,10.9
500,0.6393,206,298,208.4,644.1,8.1
503,0.6738,237,285,88.0,646.9,8.7
505,0.7587,297,219,546.2,652.0,9.7
506,0.6059,268,462,720.1,653.6,9.2
514,0.6901,241,265,583.8,666.3,8.8
515,0.6468,241,335,118.3,669.4,8.8
516,0.7810,613,392,263.8,673.7,14.0
517,0.6802,459,533,684.2,673.0,12.1
523,0.6202,355,568,410.6,679.0,10.6
525,0.5524,328,747,454.4,679.9,10.2
527,0.8028,455,251,115.1,691.8,12.0
529,0.7579,243,180,85.9,692.0,8.8
530,0.6502,227,310,197.9,693.4,8.5
531,0.6723,814,987,187.1,722.0,16.1
533,0.6861,764,859,576.5,698.6,15.6
534,0.6934,338,365,710.6,699.8,10.4
536,0.6463,259,361,640.9,696.4,9.1
542,0.6892,599,662,280.8,712.7,13.8
544,0.7735,210,141,104.7,709.6,8.2
546,0.7062,202,203,242.2,712.8,8.0
547,0.6580,514,673,416.4,718.3,12.8
548,0.8193,1733,849,539.8,727.2,23.5
550,0.7766,942,620,149.7,726.5,17.3
568,0.6750,323,386,731.5,741.7,10.1
569,0.5232,236,626,598.0,742.1,8.7
570,0.5541,261,589,35.6,745.0,9.1
571,0.6644,328,415,650.6,745.3,10.2
