axon_id,g_ratio,axon_area_px,myelin_area_px,cx,cy,equiv_radius_px
708,0.6705,1056,1293,1039.8,457.2,18.3
710,0.6383,242,352,178.5,447.5,8.8
712,0.7010,228,236,489.5,449.5,8.5
713,0.6486,700,964,718.3,456.1,14.9
714,0.7463,210,167,408.6,447.8,8.2
715,0.6851,238,269,437.8,448.8,8.7
717,0.5771,393,787,993.1,455.8,11.2
719,0.6362,376,553,1165.9,454.8,10.9
724,0.6503,247,337,604.8,453.5,8.9
725,0.6229,409,645,124.2,458.2,11.4
726,0.6235,285,448,919.3,454.3,9.5
731,0.7000,246,256,34.2,459.1,8.8
732,0.6316,223,336,678.4,459.4,8.4
735,0.6692,313,386,463.0,461.9,10.0
736,0.6120,224,374,1077.3,461.8,8.4
738,0.6873,273,305,1126.4,466.6,9.3
739,0.7013,753,778,1246.5,471.1,15.5
741,0.7138,214,206,653.5,463.7,8.3
745,0.6357,436,643,806.6,478.2,11.8
753,0.6913,302,330,182.7,475.8,9.8
754,0.6432,350,496,425.9,474.9,10.6
756,0.7095,223,220,310.1,476.2,8.4
758,0.6014,319,563,620.9,477.7,10.1
760,0.7384,229,191,389.5,477.5,8.5
765,0.6712,587,716,1103.2,488.7,13.7
770,0.7606,822,599,1176.9,488.4,16.2
772,0.7129,1199,1160,752.0,494.7,19.5
774,0.6865,361,405,1005.1,488.3,10.7
775,0.7104,215,211,508.0,486.0,8.3
781,0.6734,234,282,368.1,491.5,8.6
786,0.6567,279,368,533.6,492.7,9.4
787,0.6636,436,554,702.2,495.6,11.8
793,0.6952,203,217,605.7,494.7,8.0
795,0.6835,299,341,239.1,501.9,9.8
797,0.6427,216,307,1269.9,496.4,8.3
798,0.7546,209,158,151.0,496.7,8.2
802,0.5857,319,611,1038.4,501.2,10.1
804,0.6218,377,598,1153.0,504.6,11.0
806,0.6145,287,473,325.9,507.4,9.6
808,0.6906,1045,1146,439.2,517.9,18.2
812,0.5789,500,992,1225.0,517.0,12.6
813,0.6628,438,559,182.2,516.2,11.8
819,0.7374,391,328,264.6,515.9,11.2
821,0.6663,1192,1493,908.0,521.6,19.5
823,0.6927,226,245,583.0,515.3,8.5
827,0.6337,300,447,606.0,519.9,9.8
831,0.5823,314,612,1119.5,520.4,10.0
832,0.4961,319,977,819.7,524.6,10.1
834,0.6508,510,694,968.7,530.6,12.7
837,0.6414,232,332,785.0,524.2,8.6
838,0.6989,743,778,128.1,531.9,15.4
840,0.6310,430,650,1049.9,526.8,11.7
841,0.5871,435,827,84.2,529.9,11.8
843,0.6487,834,1148,1257.2,540.4,16.3
844,0.7196,713,664,482.4,536.5,15.1
845,0.7637,977,698,299.9,542.1,17.6
846,0.7086,233,231,207.6,531.8,8.6
848,0.6862,979,1100,733.0,544.6,17.7
849,0.6781,863,1014,1010.0,543.9,16.6
850,0.6538,221,296,671.9,530.7,8.4
851,0.6282,208,319,700.2,532.1,8.1
852,0.7526,614,470,1175.6,538.2,14.0
858,0.6317,344,518,627.1,538.4,10.5
859,0.7057,857,864,1095.8,559.5,16.5
863,0.6410,827,1186,574.9,554.0,16.2
865,0.7533,206,157,1123.7,546.4,8.1
866,0.6483,245,338,354.9,549.6,8.8
868,0.7776,1292,845,229.7,563.3,20.3
870,0.5826,317,617,1065.6,555.4,10.0
871,0.7222,386,354,183.2,557.7,11.1
872,0.5853,457,877,822.9,563.4,12.1
881,0.6724,925,1121,664.8,572.6,17.2
883,0.6502,536,732,872.3,567.1,13.1
885,0.6316,288,434,437.2,561.9,9.6
887,0.6771,486,574,909.7,567.8,12.4
888,0.6111,416,698,85.1,565.2,11.5
896,0.6883,831,923,975.9,580.0,16.3
898,0.7828,201,127,612.5,571.6,8.0
905,0.6673,236,294,526.1,578.4,8.7
906,0.7033,556,568,1232.8,581.0,13.3
909,0.6748,378,452,48.3,580.1,11.0
912,0.6220,407,645,125.2,581.6,11.4
915,0.6921,263,286,458.1,582.4,9.1
920,0.7355,271,230,1154.8,590.0,9.3
921,0.6650,544,686,422.6,591.6,13.2
923,0.7266,208,186,632.7,586.7,8.1
925,0.6647,657,830,1060.9,595.2,14.5
926,0.7487,857,672,277.8,596.4,16.5
929,0.6578,540,708,718.3,592.5,13.1
934,0.7334,1433,1231,25.7,615.2,21.4
935,0.7234,1193,1087,186.7,602.6,19.5
936,0.7420,1084,885,488.5,608.6,18.6
939,0.7225,1124,1029,583.4,610.7,18.9
941,0.5980,417,749,852.5,604.2,11.5
943,0.7301,1032,904,331.0,611.6,18.1
948,0.7863,1344,830,83.5,626.5,20.7
949,0.6600,318,412,375.8,609.1,10.1
950,0.6529,214,288,623.4,608.7,8.3
954,0.5523,277,631,1119.0,613.1,9.4
957,0.6273,656,1011,538.6,618.3,14.5
958,0.6122,419,699,987.8,617.5,11.5
963,0.6969,1192,1262,659.7,628.8,19.5
964,0.6455,285,399,1018.7,617.7,9.5
965,0.6733,685,826,1089.2,626.0,14.8
969,0.7362,1102,931,138.9,631.6,18.7
970,0.7295,223,196,730.8,619.8,8.4
972,0.7645,647,460,1232.4,632.8,14.4
973,0.7276,692,615,433.5,632.6,14.8
976,0.6736,240,289,784.1,629.6,8.7
977,0.5426,217,520,952.2,627.4,8.3
978,0.7330,288,248,1200.5,631.1,9.6
981,0.7085,1238,1228,1044.5,650.0,19.9
982,0.5557,214,479,827.7,636.4,8.3
983,0.6802,644,748,280.9,645.1,14.3
984,0.6706,661,809,614.8,651.5,14.5
986,0.6010,432,764,236.6,643.9,11.7
989,0.7229,1089,995,1162.9,657.5,18.6
990,0.7764,859,566,1265.4,656.2,16.5
993,0.6897,441,486,377.0,649.7,11.8
996,0.7451,639,512,178.0,653.5,14.3
1001,0.6130,263,437,458.6,651.6,9.1
1002,0.6987,1070,1122,979.7,660.2,18.5
1004,0.6625,205,262,936.9,652.0,8.1
1005,0.7145,242,232,580.0,653.8,8.8
1006,0.7029,250,256,541.4,653.0,8.9
1008,0.7119,222,216,41.6,661.7,8.4
1009,0.7003,1050,1091,317.1,673.7,18.3
1010,0.7095,227,224,61.7,662.1,8.5
1011,0.7152,200,191,117.8,660.3,8.0
1013,0.7074,1040,1038,870.2,673.7,18.2
1014,0.7552,296,223,348.4,666.1,9.7
1016,0.7131,781,755,1105.5,678.7,15.8
1019,0.6700,430,528,479.2,676.6,11.7
1020,0.7108,244,239,520.8,670.4,8.8
1025,0.6636,979,1244,827.5,688.4,17.7
1027,0.7734,759,510,642.4,690.1,15.5
1028,0.6064,371,638,698.7,676.9,10.9
1030,0.6694,557,686,393.9,681.0,13.3
1031,0.6477,378,523,563.1,680.3,11.0
1033,0.7079,221,220,594.3,678.6,8.4
1038,0.6669,632,789,160.0,693.0,14.2
1040,0.6645,427,540,96.2,686.5,11.7
1043,0.7795,370,239,730.9,687.9,10.9
1049,0.7821,1128,716,1210.0,703.3,18.9
1050,0.6533,373,501,1049.5,701.8,10.9
1051,0.7811,1346,860,60.2,709.3,20.7
1052,0.6829,576,659,246.4,698.1,13.5
1056,0.6954,635,678,762.0,703.5,14.2
1060,0.7654,454,321,131.4,701.6,12.0
1062,0.6637,636,808,977.6,705.8,14.2
1064,0.6855,265,299,191.1,702.1,9.2
1066,0.6351,261,386,595.3,702.2,9.1
1068,0.6915,361,394,1245.4,706.7,10.7
1073,0.6368,637,934,452.9,714.8,14.2
1074,0.6756,320,381,523.6,710.0,10.1
1077,0.5910,227,423,360.4,709.4,8.5
1078,0.7280,353,313,500.2,716.2,10.6
1080,0.5769,238,477,939.8,712.3,8.7
1081,0.7956,857,497,403.3,718.5,16.5
1083,0.7046,1101,1117,1128.4,723.0,18.7
1085,0.7162,396,376,9.9,720.8,11.2
1086,0.6907,219,240,1268.4,718.1,8.3
1087,0.7530,964,736,688.7,731.9,17.5
1088,0.8231,1811,862,562.9,735.8,24.0
1091,0.6103,200,337,1093.3,720.4,8.0
1093,0.6711,476,581,223.3,730.0,12.3
1095,0.6653,274,345,1021.1,726.2,9.3
1096,0.7608,334,243,125.2,727.1,10.3
1098,0.7063,215,216,718.6,729.1,8.3
1101,0.6753,301,359,309.5,731.3,9.8
1104,0.6655,349,439,340.2,732.3,10.5
1105,0.7887,242,147,599.0,731.6,8.8
1107,0.7143,748,718,748.6,739.5,15.4
1118,0.6617,751,964,867.1,744.9,15.5
1124,0.6744,598,717,989.8,744.1,13.8
1131,0.6506,565,770,95.7,751.3,13.4
1132,0.7118,531,517,284.2,749.6,13.0
1134,0.6465,515,717,1150.1,756.9,12.8
1137,0.6911,959,1049,1039.5,763.5,17.5
1138,0.5952,508,926,1190.4,754.6,12.7
1141,0.6900,408,449,511.5,760.5,11.4
1143,0.6241,266,417,379.5,757.6,9.2
1144,0.6762,246,292,733.6,761.7,8.8
1148,0.6811,238,275,325.3,762.2,8.7
1149,0.7536,205,156,539.2,761.2,8.1
1155,0.5961,464,842,595.5,768.0,12.2
1158,0.6521,412,557,1075.1,769.8,11.5
1161,0.7249,422,381,682.6,770.8,11.6
1162,0.7174,932,879,1115.1,782.4,17.2
1163,0.5875,204,387,262.7,768.2,8.1
1164,0.6223,673,1065,415.0,775.5,14.6
1167,0.6471,206,286,978.3,771.6,8.1
1168,0.6827,947,1085,928.9,780.9,17.4
1171,0.7517,239,184,193.5,776.6,8.7
1175,0.6816,256,295,78.3,780.1,9.0
1177,0.7006,641,665,620.7,796.6,14.3
1178,0.7078,244,243,720.9,781.7,8.8
1179,0.6333,296,442,1216.5,787.3,9.7
1180,0.6476,260,360,652.1,787.5,9.1
1181,0.7675,248,173,338.6,787.4,8.9
1182,0.6896,370,408,542.5,787.2,10.9
1183,0.5719,263,541,1007.3,787.2,9.1
1185,0.6625,201,257,315.5,787.5,8.0
1186,0.8227,576,275,470.3,795.4,13.5
1187,0.6186,331,534,749.7,792.8,10.3
1191,0.7422,768,626,1189.2,801.7,15.6
1194,0.6689,268,331,238.0,797.6,9.2
1195,0.6560,516,683,697.1,802.6,12.8
1200,0.6117,879,1470,272.1,814.7,16.7
1205,0.6917,322,351,988.3,805.6,10.1
1208,0.6812,349,403,899.8,811.2,10.5
1212,0.6753,1083,1292,25.3,834.5,18.6
1213,0.6501,292,399,374.2,810.9,9.6
1218,0.6863,853,958,78.6,823.4,16.5
1219,0.6995,205,214,343.2,814.0,8.1
1223,0.8457,412,164,540.4,820.6,11.5
1224,0.6730,928,1121,576.7,825.9,17.2
1227,0.6792,411,480,932.9,823.2,11.4
1228,0.7178,338,318,1104.2,820.5,10.4
1230,0.7554,719,541,1028.3,826.4,15.1
1235,0.6995,552,576,642.9,828.5,13.3
1236,0.7308,682,595,1066.1,836.6,14.7
1238,0.6542,392,524,431.4,829.3,11.2
1240,0.5672,285,601,228.3,827.6,9.5
1246,0.6976,310,327,193.8,832.0,9.9
1248,0.7781,844,550,514.7,839.1,16.4
1249,0.6821,816,938,980.6,841.5,16.1
1252,0.6789,1038,1214,383.0,846.5,18.2
1253,0.6304,331,502,678.9,836.7,10.3
1254,0.6513,742,1007,1137.5,846.1,15.4
1256,0.6492,247,339,165.3,840.6,8.9
1257,0.6754,938,1118,739.8,847.8,17.3
1258,0.6784,208,244,1223.7,839.0,8.1
1259,0.5940,320,587,797.3,841.5,10.1
1261,0.7488,513,402,112.6,847.2,12.8
1264,0.7260,1216,1091,299.0,863.2,19.7
1265,0.6634,268,341,1197.8,848.2,9.2
1267,0.7520,220,169,482.5,848.4,8.4
1273,0.6097,294,497,208.4,854.6,9.7
1274,0.7099,508,500,141.2,862.5,12.7
1275,0.7235,212,193,649.0,857.2,8.2
1278,0.6491,388,533,1020.2,860.2,11.1
1279,0.6099,266,449,1091.1,861.1,9.2
1281,0.7092,751,742,457.5,874.3,15.5
1283,0.6667,224,280,259.0,864.1,8.4
1284,0.5823,410,799,849.0,869.3,11.4
1285,0.7093,721,712,82.3,873.4,15.1
1286,0.7065,927,930,690.4,873.7,17.2
1287,0.6368,309,453,424.8,869.2,9.9
1297,0.6791,838,979,512.8,883.2,16.3
1302,0.7883,1336,814,228.7,889.5,20.6
1308,0.7415,1191,975,1249.7,889.5,19.5
1310,0.6955,877,936,1129.7,897.4,16.7
1311,0.5433,284,678,981.8,882.4,9.5
1317,0.5827,552,1074,330.9,890.4,13.3
1318,0.6500,583,797,738.4,893.1,13.6
1319,0.6333,476,711,807.8,889.4,12.3
1326,0.5890,331,623,590.8,895.5,10.3
1330,0.6860,200,225,53.9,892.7,8.0
1333,0.5030,256,756,1074.3,898.7,9.0
1334,0.7272,266,237,886.7,896.5,9.2
1335,0.6356,459,677,141.7,902.7,12.1
1338,0.6982,546,574,1203.7,908.0,13.2
1339,0.6451,355,498,179.2,901.8,10.6
1344,0.5830,382,742,843.5,907.1,11.0
1347,0.6197,293,470,917.1,907.6,9.7
1348,0.7040,459,467,27.3,910.1,12.1
1350,0.6446,263,370,781.4,908.6,9.1
1359,0.7018,429,442,397.0,917.2,11.7
1360,0.7241,398,361,478.5,916.9,11.3
1361,0.6722,380,461,704.4,917.6,11.0
1362,0.6528,297,400,72.5,917.7,9.7
