axon_id,g_ratio,axon_area_px,myelin_area_px,cx,cy,equiv_radius_px
294,0.5879,412,780,811.0,736.7,11.5
296,0.6082,952,1622,853.1,745.1,17.4
298,0.6199,1634,2618,621.2,764.6,22.8
299,0.7766,3338,2196,1258.0,789.5,32.6
300,0.6184,1090,1760,151.3,763.8,18.6
302,0.6903,3083,3386,1067.2,785.0,31.3
304,0.6420,3405,4857,550.6,800.0,32.9
305,0.6597,679,881,789.3,776.6,14.7
307,0.6405,1170,1682,88.2,783.3,19.3
312,0.6232,329,518,6.7,787.0,10.2
315,0.6207,1868,2981,294.7,803.1,24.4
316,0.5827,883,1718,915.9,802.3,16.8
317,0.6462,3184,4442,1166.8,826.9,31.8
318,0.6033,1495,2612,473.9,817.7,21.8
319,0.5273,337,875,706.7,801.3,10.4
320,0.7432,6926,5613,216.2,849.8,47.0
321,0.6820,1797,2067,975.3,817.1,23.9
322,0.5470,608,1424,351.3,815.8,13.9
323,0.6457,811,1134,735.0,820.4,16.1
324,0.7463,8780,6986,829.4,859.2,52.9
325,0.5531,1565,3550,404.2,837.9,22.3
326,0.5053,239,697,673.2,815.6,8.7
328,0.5778,207,413,66.1,826.2,8.1
330,0.5787,501,995,1093.7,833.3,12.6
332,0.5412,203,490,125.0,831.8,8.0
334,0.5809,276,542,15.2,847.3,9.4
335,0.7816,1600,1019,1249.3,864.1,22.6
336,0.6256,609,947,98.4,861.8,13.9
337,0.5398,433,1053,673.0,859.3,11.7
338,0.5209,462,1241,741.9,865.3,12.1
340,0.6940,1645,1770,944.3,884.1,22.9
341,0.7480,4873,3836,307.7,912.1,39.4
343,0.8171,6809,3389,1071.2,912.7,46.6
344,0.5625,472,1020,63.1,883.1,12.3
345,0.6981,2574,2708,497.4,904.0,28.6
346,0.5553,272,610,636.9,895.6,9.3
347,0.6893,1727,1908,1224.7,920.8,23.4
348,0.6066,876,1505,1163.3,911.0,16.7
349,0.6751,1165,1391,380.9,916.2,19.3
350,0.5788,1405,2789,690.3,923.9,21.1
351,0.6800,1414,1644,596.6,928.6,21.2
352,0.4517,222,866,443.9,922.0,8.4
353,0.5540,333,752,987.8,930.0,10.3
354,0.5537,241,545,921.8,937.9,8.8
355,0.6059,613,1057,220.3,940.8,14.0
357,0.5513,217,497,1263.0,944.0,8.3
