axon_id,g_ratio,axon_area_px,myelin_area_px,cx,cy,equiv_radius_px
77,0.6001,1918,3408,669.9,353.9,24.7
78,0.5976,1801,3242,913.6,353.7,23.9
79,0.6981,6623,6968,1030.0,377.0,45.9
80,0.6996,2891,3015,585.8,378.1,30.3
81,0.7099,5475,5390,34.7,401.2,41.7
82,0.6798,4222,4915,469.3,400.3,36.7
83,0.6226,702,1109,751.5,378.4,14.9
84,0.6141,3578,5911,1346.9,395.7,33.7
85,0.6049,2200,3813,152.8,396.6,26.5
86,0.6893,1359,1501,1478.1,392.8,20.8
87,0.6403,1699,2445,837.5,402.8,23.3
88,0.5931,472,870,1167.9,394.6,12.3
89,0.6689,2228,2751,1223.7,419.4,26.6
90,0.6135,1256,2081,699.4,406.3,20.0
92,0.7775,4320,2827,255.1,442.8,37.1
93,0.6228,1872,2954,916.8,428.7,24.4
94,0.6375,2550,3724,558.5,445.9,28.5
95,0.6098,1255,2120,639.3,448.5,20.0
96,0.5607,437,953,1531.5,443.9,11.8
97,0.6441,5595,7893,771.7,474.6,42.2
98,0.7204,10651,9873,1409.9,495.3,58.2
99,0.6619,3128,4011,383.3,468.7,31.6
100,0.4930,290,903,691.6,450.7,9.6
101,0.7387,6637,5527,1066.9,502.7,46.0
102,0.6543,959,1281,1293.5,480.2,17.5
103,0.7117,1006,980,1180.0,489.2,17.9
104,0.6327,516,773,1229.3,482.6,12.8
105,0.7809,10363,6633,56.9,524.6,57.4
106,0.5900,1379,2582,953.3,493.1,21.0
107,0.6096,2536,4289,485.5,502.5,28.4
108,0.5237,305,807,998.6,489.2,9.9
109,0.6505,1767,2409,886.6,503.9,23.7
110,0.5875,517,981,637.7,506.4,12.8
112,0.6196,2444,3922,574.9,540.5,27.9
113,0.7984,9183,5224,1504.3,586.7,54.1
114,0.7063,3030,3043,1268.7,546.2,31.1
115,0.6910,2594,2838,397.7,554.5,28.7
116,0.6458,1892,2644,701.6,557.0,24.5
117,0.6083,434,739,947.2,542.7,11.8
118,0.6466,733,1020,645.0,549.3,15.3
119,0.6482,866,1195,858.3,573.8,16.6
120,0.5901,1472,2755,198.5,584.9,21.6
121,0.6545,717,957,493.9,575.0,15.1
122,0.4744,1053,3626,786.5,588.7,18.3
123,0.6929,9347,10123,1148.1,617.1,54.5
124,0.5090,313,895,1334.9,590.9,10.0
125,0.5248,1053,2770,608.8,602.5,18.3
126,0.6405,651,936,953.6,609.8,14.4
127,0.6632,2642,3365,1012.1,625.9,29.0
128,0.5819,517,1010,326.2,607.6,12.8
129,0.4918,222,696,1266.6,600.3,8.4
130,0.6645,261,330,5.1,609.6,9.1
131,0.6653,1173,1477,539.9,622.8,19.3
132,0.6177,1476,2392,86.9,618.7,21.7
133,0.6628,911,1163,679.9,621.3,17.0
134,0.6674,2857,3558,446.3,632.5,30.2
135,0.7026,4904,5029,1391.2,647.9,39.5
136,0.5582,334,738,1306.2,617.7,10.3
140,0.6395,3131,4525,890.2,670.6,31.6
142,0.6652,5185,6532,277.7,676.3,40.6
143,0.5376,213,524,1293.2,650.4,8.2
144,0.6380,3031,4416,767.0,673.4,31.1
145,0.5396,246,599,141.1,656.9,8.8
147,0.6744,408,489,692.4,662.9,11.4
148,0.6222,1402,2219,183.0,681.2,21.1
149,0.5651,259,552,631.8,662.3,9.1
150,0.6744,393,471,602.2,670.1,11.2
151,0.6603,358,463,660.6,671.1,10.7
152,0.7394,4716,3911,73.4,700.7,38.7
153,0.6402,552,795,365.0,680.1,13.3
154,0.6949,3180,3405,1241.8,712.4,31.8
155,0.5850,346,665,1302.5,677.0,10.5
156,0.6100,1474,2487,564.4,707.5,21.7
157,0.5625,354,765,688.1,696.6,10.6
158,0.7330,8227,7084,449.2,735.8,51.2
159,0.6871,1711,1913,631.5,713.2,23.3
160,0.7166,12071,11438,1010.1,766.9,62.0
162,0.6167,235,383,1307.4,713.6,8.6
163,0.6719,675,820,1359.9,717.7,14.7
164,0.6345,647,960,1412.1,725.0,14.4
165,0.7298,432,379,1535.4,733.5,11.7
166,0.4980,248,752,199.2,725.3,8.9
167,0.6313,430,649,341.2,736.9,11.7
168,0.5468,755,1770,1483.5,744.3,15.5
170,0.6682,5741,7116,718.4,768.4,42.7
171,0.6929,4130,4473,854.5,764.3,36.3
172,0.7001,674,701,1445.7,755.2,14.6
173,0.7504,7031,5456,1283.2,794.2,47.3
174,0.7172,808,763,1372.8,763.4,16.0
175,0.6362,2264,3330,1175.4,776.2,26.8
176,0.5619,483,1047,624.7,768.9,12.4
177,0.5754,677,1368,193.1,771.6,14.7
178,0.7098,1236,1217,568.1,782.9,19.8
179,0.6768,698,826,1404.2,785.9,14.9
180,0.6167,647,1054,358.2,789.5,14.4
181,0.5028,201,594,29.9,785.2,8.0
182,0.5735,2751,5612,110.6,804.5,29.6
183,0.6967,8413,8920,281.5,833.5,51.7
184,0.6339,495,737,1475.8,791.5,12.6
185,0.6498,592,810,614.8,806.2,13.7
186,0.6770,1352,1598,1525.5,826.7,20.7
187,0.5911,578,1076,395.7,817.5,13.6
188,0.6201,441,706,25.0,823.2,11.8
189,0.6170,257,418,571.4,825.1,9.0
190,0.7076,1319,1315,458.2,833.7,20.5
191,0.6730,976,1179,525.9,831.9,17.6
192,0.7047,2526,2561,1453.2,849.2,28.4
193,0.6547,1399,1865,1389.7,849.9,21.1
194,0.6690,675,833,787.4,837.8,14.7
195,0.6533,825,1108,635.8,846.9,16.2
196,0.6648,9919,12527,1146.6,891.8,56.2
197,0.6162,251,410,594.5,847.3,8.9
198,0.6692,4890,6029,867.4,876.1,39.5
199,0.6360,766,1128,174.1,857.7,15.6
201,0.5821,264,515,564.8,856.5,9.2
203,0.7657,8727,6157,723.8,897.4,52.7
205,0.6741,538,646,417.4,875.0,13.1
206,0.5586,215,474,117.3,868.6,8.3
207,0.6683,606,751,1015.3,878.1,13.9
208,0.6576,496,651,593.4,884.2,12.6
209,0.6403,3188,4589,519.5,910.5,31.9
210,0.6158,4541,7432,1293.5,911.1,38.0
211,0.5684,305,639,149.2,886.0,9.9
212,0.7078,744,741,973.7,894.3,15.4
213,0.5988,223,399,196.6,896.2,8.4
214,0.7051,686,694,383.8,902.1,14.8
215,0.7290,5963,5256,1494.4,929.9,43.6
216,0.5710,224,463,222.6,904.3,8.4
217,0.6658,1134,1424,1389.5,920.1,19.0
218,0.8062,11737,6322,1022.9,976.0,61.1
219,0.5551,212,476,594.9,919.8,8.2
221,0.7371,834,701,205.5,933.7,16.3
222,0.5848,277,533,426.9,931.7,9.4
223,0.6008,2090,3701,295.5,946.8,25.8
224,0.5837,352,681,619.9,938.0,10.6
226,0.5114,851,2403,802.5,949.7,16.5
227,0.5908,364,679,235.2,957.0,10.8
228,0.5732,388,793,366.2,954.8,11.1
229,0.5876,4115,7802,875.0,987.7,36.2
230,0.5590,289,636,571.2,968.0,9.6
231,0.7249,3298,2978,652.5,996.2,32.4
232,0.7010,6843,7081,474.4,1000.9,46.7
233,0.6317,1958,2948,752.4,998.3,25.0
234,0.6292,384,586,352.0,985.3,11.1
235,0.7014,2931,3027,1212.9,1025.2,30.5
236,0.6515,1298,1760,1478.3,1033.8,20.3
237,0.3863,228,1300,793.8,1038.0,8.5
238,0.5496,454,1049,1536.3,1069.3,12.0
239,0.4717,462,1614,1424.1,1068.5,12.1
240,0.6344,365,542,1237.8,1066.0,10.8
241,0.7176,2354,2217,1166.0,1085.6,27.4
242,0.6664,1744,2183,1348.3,1086.9,23.6
243,0.5079,235,676,1483.7,1092.1,8.6
