axon_id,g_ratio,axon_area_px,myelin_area_px,cx,cy,equiv_radius_px
154,0.5534,577,1307,406.9,305.3,13.6
157,0.6652,1433,1805,901.8,322.0,21.4
159,0.6737,339,408,986.9,301.3,10.4
160,0.6511,2936,3989,1092.9,332.7,30.6
162,0.6610,260,335,575.6,307.0,9.1
163,0.6682,367,455,650.3,309.8,10.8
164,0.6718,2342,2848,361.5,335.5,27.3
165,0.6079,562,959,610.7,316.2,13.4
168,0.6712,1042,1271,291.6,335.5,18.2
169,0.6139,245,405,553.6,325.7,8.8
170,0.7004,2925,3038,27.2,355.1,30.5
171,0.7578,2246,1665,1030.5,349.5,26.7
172,0.6025,228,400,786.8,327.0,8.5
173,0.6263,1156,1791,837.2,339.6,19.2
174,0.6473,287,398,983.3,333.3,9.6
175,0.6090,326,553,134.4,335.3,10.2
179,0.6170,260,423,525.0,349.5,9.1
181,0.6205,251,401,422.9,351.6,8.9
182,0.6986,1760,1846,774.3,369.0,23.7
183,0.6538,286,383,557.2,353.6,9.5
184,0.5766,641,1287,660.6,360.9,14.3
187,0.7066,1098,1101,954.9,372.1,18.7
188,0.6524,810,1093,170.7,372.4,16.1
189,0.6415,207,296,597.8,367.3,8.1
190,0.6306,200,303,300.5,371.8,8.0
191,0.6718,695,845,903.5,379.7,14.9
192,0.6513,630,855,483.5,383.7,14.2
193,0.6150,233,383,277.9,377.8,8.6
195,0.6061,932,1605,531.9,388.3,17.2
196,0.5928,278,513,572.9,384.1,9.4
197,0.6745,1768,2118,714.1,406.9,23.7
199,0.8030,5295,2916,854.7,414.3,41.1
200,0.7252,3665,3303,424.3,416.1,34.2
202,0.6417,632,903,115.7,394.9,14.2
203,0.6566,1483,1957,339.6,405.7,21.7
204,0.6878,264,294,295.9,396.3,9.2
205,0.7023,437,449,621.3,395.9,11.8
206,0.8067,1178,632,662.2,408.4,19.4
210,0.6268,365,564,1043.6,402.8,10.8
211,0.7389,933,776,269.1,415.1,17.2
212,0.7303,735,643,983.1,415.5,15.3
213,0.5706,379,785,51.3,413.5,11.0
214,0.5577,721,1597,215.7,419.5,15.1
216,0.7032,311,318,1077.0,417.2,9.9
217,0.6448,513,721,937.5,424.8,12.8
219,0.5831,376,730,759.4,421.2,10.9
221,0.6664,3182,3984,167.0,462.8,31.8
222,0.7236,2378,2164,637.9,456.6,27.5
223,0.5622,219,474,1105.2,434.8,8.3
225,0.5958,509,925,554.2,438.2,12.7
228,0.6728,2524,3052,82.0,468.3,28.3
229,0.7189,782,731,307.8,451.8,15.8
231,0.5964,1107,2005,493.0,465.2,18.8
233,0.6492,314,431,744.2,461.3,10.0
234,0.6248,1006,1571,789.0,470.5,17.9
235,0.6323,939,1410,353.7,471.6,17.3
236,0.5975,1590,2864,973.4,480.3,22.5
237,0.6651,365,460,586.3,472.9,10.8
238,0.6224,406,642,15.2,473.2,11.4
239,0.5792,260,515,234.9,475.2,9.1
240,0.6640,3292,4175,1065.7,496.0,32.4
245,0.7213,3003,2769,895.4,490.8,30.9
246,0.5801,320,631,702.0,479.5,10.1
250,0.5537,248,561,829.9,497.3,8.9
252,0.6619,495,635,29.2,503.9,12.6
256,0.6872,494,552,633.3,508.5,12.5
257,0.5077,1226,3530,431.7,517.3,19.8
260,0.6354,915,1351,525.2,523.7,17.1
261,0.7351,468,398,670.0,521.3,12.2
262,0.6855,735,829,745.9,522.3,15.3
263,0.6508,1000,1361,287.3,524.1,17.8
264,0.5847,937,1804,355.4,527.3,17.3
267,0.5568,706,1571,1148.7,549.7,15.0
269,0.5391,477,1164,204.6,527.8,12.3
270,0.5958,208,378,848.9,524.0,8.1
271,0.6190,1349,2172,803.6,541.9,20.7
272,0.6321,312,469,112.7,532.4,10.0
273,0.5851,522,1003,155.2,536.9,12.9
277,0.6841,2602,2958,61.2,560.4,28.8
278,0.6865,328,368,646.4,537.4,10.2
281,0.6730,212,256,590.0,543.0,8.2
282,0.6155,602,987,893.0,548.2,13.8
283,0.5720,391,804,499.7,552.2,11.2
284,0.6479,1940,2681,1009.8,568.8,24.8
286,0.6310,344,520,6.3,558.2,10.5
287,0.6720,205,249,673.6,549.7,8.1
288,0.6492,1025,1407,237.2,562.1,18.1
290,0.6172,1409,2290,1097.1,571.4,21.2
296,0.5993,1117,1993,720.4,576.3,18.9
298,0.7122,453,440,593.6,572.3,12.0
300,0.5776,796,1590,455.1,580.2,15.9
302,0.6858,1062,1196,154.0,590.6,18.4
303,0.5436,521,1242,867.7,580.8,12.9
307,0.6740,939,1128,932.3,591.7,17.3
308,0.5760,1235,2488,378.9,599.9,19.8
310,0.6513,1453,1972,564.0,608.3,21.5
311,0.7531,1204,919,509.5,602.8,19.6
312,0.6864,220,247,669.9,590.9,8.4
313,0.6003,382,678,816.8,592.2,11.0
314,0.5797,202,399,116.1,595.7,8.0
315,0.7203,2588,2400,300.2,618.3,28.7
316,0.6344,260,386,615.8,601.4,9.1
317,0.7217,1537,1414,18.1,622.3,22.1
319,0.5144,208,578,1042.4,608.0,8.1
321,0.7775,755,494,847.0,615.2,15.5
322,0.6564,302,399,651.3,613.2,9.8
325,0.6241,2223,3485,214.3,636.5,26.6
327,0.5951,210,383,900.5,623.3,8.2
328,0.6924,604,656,969.2,627.2,13.9
329,0.6878,2138,2381,1082.1,642.7,26.1
331,0.6223,201,318,474.3,627.3,8.0
335,0.6310,221,334,446.8,632.1,8.4
336,0.5434,520,1241,732.6,638.3,12.9
339,0.6617,335,430,608.7,644.9,10.3
341,0.5666,382,808,869.5,645.1,11.0
342,0.5216,666,1782,82.0,654.8,14.6
344,0.6535,1033,1386,669.8,664.6,18.1
345,0.6287,2153,3294,149.5,677.4,26.2
347,0.6118,1073,1794,926.9,667.4,18.5
348,0.8190,2114,1038,495.3,670.7,25.9
351,0.6655,574,722,414.0,661.9,13.5
353,0.6110,398,668,1028.3,672.0,11.3
354,0.6539,599,802,1145.4,669.8,13.8
355,0.5725,255,523,451.9,666.8,9.0
357,0.6011,293,518,769.8,665.1,9.7
358,0.5674,480,1011,540.3,678.0,12.4
359,0.6462,357,498,976.1,672.4,10.7
360,0.6287,1494,2286,819.7,696.7,21.8
362,0.7034,1476,1507,44.0,690.6,21.7
368,0.6352,1139,1684,586.3,701.1,19.0
369,0.6125,496,826,441.2,701.6,12.6
370,0.6804,449,521,261.4,699.7,12.0
372,0.7306,1029,899,1065.0,712.0,18.1
373,0.5599,385,843,870.0,704.3,11.1
378,0.6186,535,863,1003.7,722.3,13.0
379,0.5935,1089,2003,1114.1,717.1,18.6
382,0.5700,372,773,962.6,713.5,10.9
383,0.6028,1153,2020,765.9,725.0,19.2
395,0.6845,707,802,207.4,733.0,15.0
396,0.7076,345,344,250.2,730.1,10.5
399,0.7396,372,308,1040.0,736.5,10.9
401,0.5474,261,610,17.1,737.7,9.1
402,0.7435,246,199,89.4,737.2,8.8
405,0.6804,262,304,625.6,738.3,9.1
408,0.5387,256,626,145.3,739.2,9.0
410,0.6415,200,286,549.2,739.4,8.0
411,0.6227,228,360,445.8,739.5,8.5
